step,green_rate,worst_roi_p95,mtm_roi_mean,orders_submitted,orders_filled
10000,0.0,0.0,0.0,0,0
20000,0.0,0.0,0.0,0,0
30000,0.0,0.0,0.0,0,0
1000,8,26.66676616668701,37.50408198409718,,nan,nan,0.12213404476642609,nan,0.0003,nan,999,nan,nan,nan,nan,nan,nan,nan,1000.0,873.0,0.873,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0033141115022192486,nan,0.101,nan,-0.018801265528955557,-0.009490914536098438,-0.012377987612422259,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2000,17,57.39500069618225,34.84684879394464,,nan,nan,0.15466532111167908,nan,0.0003,nan,1999,nan,nan,nan,nan,nan,nan,nan,1000.0,873.0,0.873,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0029205864920905625,nan,0.099,nan,-0.015705514555705645,-0.009842644092730926,-0.013110328185680867,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3000,27,91.93324327468872,32.63272951789023,,nan,nan,0.2020169347524643,nan,0.0003,nan,2999,nan,nan,nan,nan,nan,nan,nan,1000.0,861.0,0.861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0034403728093388005,nan,0.103,nan,-0.01587851599932123,-0.010664335376422045,-0.013303569448009861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4000,35,128.5469024181366,31.11729000007597,,nan,nan,0.15673968195915222,nan,0.0003,nan,3999,nan,nan,nan,nan,nan,nan,nan,1000.0,904.0,0.904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0033651520003450497,nan,0.029,nan,-0.01349929047653612,-0.008867791009889119,-0.0120480331183252,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5000,44,165.76463794708252,30.163430261383684,,nan,nan,0.11750414967536926,nan,0.0003,nan,4999,nan,nan,nan,nan,nan,nan,nan,1000.0,881.0,0.881,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.003030768870251341,nan,0.044,nan,-0.015365294082920568,-0.008146623483013864,-0.012838829575254724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6000,54,202.23538494110107,29.668691684766856,,nan,nan,0.08742843568325043,nan,0.0003,nan,5999,nan,nan,nan,nan,nan,nan,nan,1000.0,911.0,0.911,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.003257297920959016,nan,0.069,nan,-0.01592901222498694,-0.009711227514832277,-0.013376630775107333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7000,62,239.18313217163086,29.26652233542716,,nan,nan,0.06504034250974655,nan,0.0003,nan,6999,nan,nan,nan,nan,nan,nan,nan,1000.0,934.0,0.934,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0024926740892132464,nan,0.053,nan,-0.01484386419981165,-0.007131893265561873,-0.013453034171538725,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8000,71,275.9158754348755,28.99455465182839,,nan,nan,0.04846441000699997,nan,0.0003,nan,7999,nan,nan,nan,nan,nan,nan,nan,1000.0,923.0,0.923,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0031986965894641663,nan,0.052,nan,-0.01500410866672945,-0.010130717862793617,-0.013407072773507134,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9000,80,312.72961926460266,28.778945822792455,,nan,nan,0.035968340933322906,nan,0.0003,nan,8999,nan,nan,nan,nan,nan,nan,nan,1000.0,901.0,0.901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0031421314320898112,nan,0.046,nan,-0.01588271253245136,-0.008677181102836372,-0.011319649589546387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000,88,349.46735644340515,28.615139819748478,,nan,nan,0.02692313864827156,nan,0.0003,nan,9999,nan,nan,nan,nan,nan,nan,nan,1000.0,893.0,0.893,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002332818014344667,nan,0.028,nan,-0.012040955154295629,-0.00659295674379081,-0.009038523126922132,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
